time,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,ma_acc_x,ma_acc_y,ma_acc_z,ma_gyro_x,ma_gyro_y,ma_gyro_z
1686018422.5205934,-0.01,0.13,1.03,-3.67,5.08,-0.51,0.009000000000000001,0.12799999999999997,0.994,-0.5599999999999999,1.009,0.41500000000000004
1686018422.543492,0.01,0.15,1.05,-7.85,5.5,-1.44,0.008,0.131,1.001,-1.387,1.5030000000000001,0.21100000000000008
1686018422.5906718,-0.02,0.19,1.14,-13.38,4.63,-1.92,0.003,0.142,1.03,-3.6710000000000003,2.29,0.33000000000000007
1686018422.613479,0.01,0.21,1.21,-30.18,13.29,-6.95,0.003,0.15,1.0530000000000002,-6.712999999999999,3.7709999999999995,-0.38199999999999995
1686018422.6605353,0.0,0.21,1.24,-62.69,18.87,-4.59,0.001,0.174,1.125,-17.962,7.425,-1.816
1686018422.6834538,-0.02,0.17,1.26,-77.1,20.98,-4.96,-0.001,0.178,1.15,-25.651999999999997,9.541,-2.473
1686018422.7305038,-0.06,0.12,1.22,-114.02,30.11,-9.56,-0.013000000000000001,0.17600000000000002,1.209,-45.809999999999995,14.224,-4.28
1686018422.7534752,-0.08,0.04,1.16,-125.22,21.49,-8.42,-0.02,0.16300000000000003,1.216,-57.964999999999996,15.865000000000004,-5.071000000000001
1686018422.800581,-0.05,-0.06,1.08,-139.22,23.02,-5.05,-0.03,0.092,1.188,-83.028,18.42,-5.969
1686018422.8234916,-0.05,-0.12,0.97,-150.35,39.14,-12.17,-0.036,0.059,1.1600000000000001,-96.725,21.871000000000002,-6.994
1686018422.8705986,-0.08,-0.26,0.86,-138.6,39.49,-1.62,-0.049,-0.063,1.048,-107.56700000000001,24.491000000000003,-6.461
1686018422.8934567,-0.13,-0.3,0.92,-135.56,34.59,-2.2,-0.06,-0.10700000000000001,1.0150000000000001,-116.03299999999999,25.637,-5.658
1686018423.5815647,-0.13,-0.99,-0.33,-45.58,-6.33,-3.38,-0.123,-0.9830000000000002,-0.19,-67.47,-1.9509999999999998,-7.182999999999998
1686018423.721579,-0.1,-0.97,-0.36,-10.21,0.29,-0.93,-0.11400000000000002,-0.9810000000000001,-0.319,-37.796,-0.8509999999999993,-3.187
1686018424.001634,-0.11,-0.98,-0.28,39.22,-10.41,0.14,-0.11600000000000002,-0.9730000000000001,-0.32299999999999995,16.860999999999997,-3.4739999999999993,0.7449999999999999
1686018424.071607,-0.12,-0.97,-0.26,58.14,-7.82,-0.62,-0.12600000000000003,-0.9790000000000003,-0.30300000000000005,28.589999999999996,-5.15,0.915
1686018424.6805108,-0.03,-0.37,0.92,105.23,-1.73,-8.83,-0.022000000000000006,-0.5069999999999999,0.8709999999999999,134.69299999999998,-25.746000000000002,-8.849
1686018424.7034414,0.01,-0.34,0.86,119.76,-19.88,-5.47,-0.010000000000000002,-0.47400000000000003,0.8799999999999999,133.206,-26.803000000000004,-8.301
1686018424.7505462,0.04,-0.23,0.9,162.32,-55.28,-2.6,0.019,-0.374,0.907,136.314,-31.496000000000002,-6.9159999999999995
1686018424.7734475,0.04,-0.1,0.99,166.59,-56.18,-13.16,0.026000000000000002,-0.32699999999999996,0.9270000000000002,138.68,-34.944,-7.325
1686018424.820497,0.11,-0.01,1.24,92.5,23.71,1.77,0.062,-0.191,1.0110000000000001,133.72099999999998,-26.663999999999998,-6.988000000000001
1686018424.843522,0.04,-0.06,1.14,70.72,11.73,1.07,0.06000000000000001,-0.158,1.0320000000000003,127.94500000000001,-22.273000000000003,-5.731
1686018424.8905444,0.08,0.11,1.26,68.32,21.07,-18.23,0.069,-0.06499999999999997,1.0850000000000002,121.46999999999998,-17.754,-6.383
1686018424.9134839,0.12,0.16,1.28,37.01,22.33,-3.32,0.076,-0.025,1.1199999999999999,111.38900000000001,-12.259000000000002,-5.811000000000001
1686018424.9605615,0.01,0.08,1.12,24.21,-6.69,3.59,0.06000000000000001,0.031,1.1469999999999998,92.888,-9.708000000000002,-3.7320000000000007
1686018424.9834538,0.06,0.11,1.13,27.56,-12.57,3.88,0.05,0.039,1.136,80.527,-5.396999999999999,-3.41
1686018425.1004267,0.05,0.07,0.98,16.96,0.96,10.93,0.06200000000000001,0.07600000000000003,1.03,29.813,4.304,2.0389999999999997
1686018425.1235416,0.05,0.05,0.92,9.02,4.75,12.11,0.06700000000000002,0.07400000000000002,1.016,23.643,3.6060000000000003,3.143
1686018425.1706133,0.04,0.12,0.99,28.12,5.01,7.64,0.05299999999999999,0.065,0.9630000000000001,18.772000000000002,0.6119999999999999,5.964
1686018425.1935403,0.02,0.1,1.0,30.35,-4.53,9.97,0.049,0.068,0.959,20.229999999999997,-0.9,6.671000000000001
1686018425.3706245,0.02,0.14,1.01,-1.73,2.0,6.77,0.019999999999999997,0.146,1.025,19.165999999999997,3.5760000000000005,4.079000000000001
1686018425.3935614,0.01,0.14,0.98,-1.85,-2.63,5.5,0.020999999999999998,0.15100000000000002,1.0270000000000001,16.131,2.4680000000000004,4.726999999999999
1686018425.4406223,-0.03,0.1,0.95,-3.47,10.12,-2.02,0.013999999999999999,0.13800000000000004,1.006,9.851,3.596,2.684
1686018425.463537,-0.01,0.11,0.93,2.63,1.13,-4.29,0.009000000000000001,0.13300000000000003,0.9950000000000001,7.198,3.6350000000000007,1.7899999999999998
1686018425.580601,0.05,0.17,1.0,-1.22,1.37,1.7,0.026000000000000002,0.147,0.978,0.9529999999999997,1.877,1.9989999999999999
1686018425.6035614,0.05,0.16,0.99,0.41,-2.74,4.69,0.03,0.15099999999999997,0.9799999999999999,0.04699999999999998,1.053,1.7510000000000001
1686018425.8605757,0.04,0.14,0.98,1.88,-7.47,-3.1,0.027000000000000003,0.148,0.9890000000000001,0.39799999999999996,-1.1329999999999998,0.5690000000000002
1686018425.8835378,0.07,0.18,0.96,12.53,-7.53,-3.25,0.033,0.151,0.986,1.501,-1.845,0.4120000000000001
1686018426.1404424,0.04,0.44,0.91,124.11,-1.19,-6.98,0.084,0.267,0.9599999999999997,29.500999999999998,-8.095,0.9509999999999998
1686018426.1634777,0.07,0.44,0.91,98.93,-13.59,5.05,0.083,0.29,0.952,39.611000000000004,-9.530999999999999,1.4820000000000004
1686018426.4205427,0.07,0.72,0.58,92.81,45.82,7.56,0.09800000000000002,0.6319999999999999,0.6870000000000002,102.542,3.4830000000000005,8.373
1686018426.5506825,0.07,0.81,0.46,46.93,5.49,6.29,0.08099999999999999,0.773,0.54,93.109,10.17,10.766000000000002
1686018426.5734866,0.08,0.85,0.45,34.57,0.39,2.57,0.08199999999999999,0.79,0.524,86.754,11.514,9.892
1686018427.051685,0.1,0.88,0.34,11.29,-1.58,-1.37,0.10599999999999998,0.877,0.3449999999999999,9.478,0.308,-0.771
1686018427.8106165,0.09,0.89,0.31,-0.09,0.3,-0.92,0.08899999999999998,0.9030000000000001,0.299,0.704,0.34199999999999997,-0.946
1686018427.8335602,0.09,0.89,0.31,-1.44,0.5,-0.45,0.08899999999999998,0.9030000000000001,0.301,0.7,0.46900000000000003,-0.9409999999999998
1686018429.4217522,-0.08,-0.06,1.03,-11.11,6.77,2.2,-0.05499999999999999,-0.074,0.9879999999999999,-12.184999999999999,5.082000000000001,-6.974000000000001
1686018429.947702,-0.12,-0.28,0.94,-29.59,2.33,-1.68,-0.11600000000000002,-0.20600000000000002,0.9870000000000001,-27.633999999999997,4.865999999999999,-0.03499999999999992
1686018429.9706407,-0.18,-0.25,0.99,-24.77,2.75,-1.28,-0.123,-0.21399999999999997,0.983,-29.227999999999998,4.890999999999999,-0.628
1686018429.993526,-0.13,-0.28,0.98,-23.7,2.6,-1.8,-0.125,-0.22599999999999998,0.9800000000000001,-30.178000000000004,4.757,-1.074
1686018430.0517232,-0.09,-0.3,0.95,-30.78,6.62,-2.17,-0.11800000000000002,-0.261,0.9640000000000001,-31.334000000000003,3.875,-1.8340000000000003
1686018430.2277603,-0.15,-0.45,0.91,-50.78,7.65,-4.44,-0.12399999999999997,-0.369,0.913,-49.915,16.333,-1.418
1686018430.250631,-0.18,-0.48,0.86,-41.82,14.6,-2.18,-0.13299999999999998,-0.388,0.9019999999999999,-51.727,17.532999999999998,-1.456
1686018430.273551,-0.22,-0.49,0.8,-43.22,6.81,-6.41,-0.146,-0.40700000000000003,0.8870000000000001,-53.45799999999999,17.622,-1.6789999999999998
1686018430.2977526,-0.2,-0.52,0.9,-43.89,16.6,-7.85,-0.16699999999999998,-0.45,0.875,-54.76899999999999,18.619999999999997,-2.2470000000000003
1686018430.320692,-0.18,-0.53,0.8,-43.11,11.31,-9.17,-0.18,-0.47400000000000003,0.865,-54.995999999999995,17.892,-2.714
1686018430.3435247,-0.17,-0.57,0.83,-43.62,10.45,-3.86,-0.184,-0.49400000000000005,0.851,-54.068999999999996,16.16,-2.5810000000000004
1686018430.367751,-0.18,-0.53,0.86,-50.78,13.83,-5.5,-0.18299999999999997,-0.5080000000000001,0.842,-51.815,14.117,-3.2079999999999997
1686018430.390651,-0.2,-0.59,0.81,-41.16,10.54,-6.84,-0.18799999999999997,-0.521,0.841,-48.065,11.545000000000002,-4.284000000000001
1686018430.4135406,-0.2,-0.58,0.84,-44.26,9.49,-9.17,-0.19299999999999998,-0.534,0.834,-45.153999999999996,11.623000000000001,-5.5680000000000005
1686018430.4377134,-0.19,-0.61,0.8,-46.96,15.32,-7.01,-0.19,-0.556,0.828,-44.959999999999994,11.66,-6.243
1686018430.4606886,-0.19,-0.6,0.85,-54.62,3.07,-9.94,-0.18799999999999997,-0.5640000000000001,0.8219999999999998,-45.344,11.202000000000002,-6.793000000000001
1686018430.4835665,-0.16,-0.64,0.74,-48.5,0.14,-4.53,-0.18399999999999997,-0.576,0.8059999999999998,-46.01199999999999,9.755999999999998,-7.0280000000000005
1686018430.507804,-0.22,-0.63,0.74,-45.14,0.27,-3.8,-0.19199999999999998,-0.595,0.7929999999999999,-46.20399999999999,9.101999999999999,-6.767
1686018430.5306332,-0.22,-0.7,0.73,-52.2,0.45,-2.57,-0.19499999999999998,-0.612,0.7929999999999999,-47.035,7.486999999999999,-6.238999999999999
1686018430.5535223,-0.17,-0.65,0.68,-45.62,8.92,-3.22,-0.19399999999999998,-0.624,0.775,-47.285999999999994,7.248,-5.643999999999999
1686018430.577756,-0.19,-0.68,0.67,-46.29,16.12,5.4,-0.189,-0.639,0.743,-47.553,7.815,-4.717999999999999
1686018430.6817365,-0.22,-0.76,0.65,-52.84,0.53,-2.21,-0.209,-0.6940000000000001,0.682,-47.499,6.322,-2.562
1686018430.7177436,-0.22,-0.77,0.64,-40.99,-17.58,-2.81,-0.209,-0.7140000000000001,0.662,-46.136,4.257000000000001,-1.8489999999999998
1686018430.7406504,-0.2,-0.76,0.68,-45.88,-19.92,-1.02,-0.21200000000000002,-0.725,0.6619999999999999,-45.874,2.2510000000000003,-1.4979999999999998
1686018430.7635694,-0.13,-0.8,0.58,-49.62,-22.35,-1.38,-0.209,-0.7409999999999999,0.6539999999999999,-46.322,-0.010999999999999233,-1.2559999999999998
1686018430.787719,-0.14,-0.78,0.58,-45.25,-2.35,-4.35,-0.197,-0.763,0.632,-45.627,-0.29099999999999954,-1.4339999999999997
1686018430.8106499,-0.15,-0.84,0.55,-44.48,-24.05,-5.7,-0.18800000000000003,-0.775,0.623,-45.513000000000005,-3.5879999999999996,-1.6819999999999997
1686018430.833588,-0.16,-0.81,0.55,-46.95,-13.64,-8.71,-0.18100000000000002,-0.782,0.611,-45.579,-6.564,-3.0929999999999995
1686018430.8577504,-0.19,-0.84,0.53,-51.4,-13.98,-4.59,-0.173,-0.8009999999999999,0.5810000000000001,-46.349000000000004,-9.308000000000002,-3.647
1686018430.8805945,-0.2,-0.85,0.45,-47.98,-17.98,-7.53,-0.17099999999999999,-0.8099999999999999,0.5630000000000001,-46.786,-12.330000000000002,-4.212000000000001
1686018430.9035137,-0.1,-0.88,0.44,-42.21,-8.48,-6.69,-0.159,-0.8210000000000001,0.543,-46.76,-13.979999999999999,-4.499
1686018430.9277484,-0.13,-0.87,0.45,-40.81,-0.87,-4.36,-0.15299999999999997,-0.8389999999999999,0.5080000000000001,-45.557,-14.12,-4.7139999999999995
1686018430.9506655,-0.14,-0.87,0.45,-30.74,-7.44,-0.62,-0.15300000000000002,-0.8459999999999999,0.4990000000000001,-44.532,-13.106000000000003,-4.494999999999999
1686018430.9735756,-0.18,-0.88,0.49,-29.47,-1.44,-3.62,-0.157,-0.8560000000000001,0.49000000000000005,-42.891,-11.258000000000001,-4.754999999999999
1686018430.9977355,-0.16,-0.9,0.44,-27.05,-7.23,-5.56,-0.15799999999999997,-0.8710000000000001,0.46800000000000014,-40.634,-9.746000000000002,-5.173
1686018431.020642,-0.13,-0.88,0.47,-20.69,-14.96,-6.17,-0.15299999999999997,-0.874,0.462,-38.17800000000001,-11.007000000000001,-5.3549999999999995
1686018431.0435297,-0.11,-0.88,0.49,-21.28,-27.37,-4.21,-0.145,-0.8780000000000001,0.458,-35.85799999999999,-11.338999999999999,-5.206
1686018431.0675695,-0.11,-0.92,0.39,-18.9,-32.92,-3.64,-0.13700000000000004,-0.889,0.44800000000000006,-33.053,-13.267000000000001,-4.699000000000001
1686018431.0904794,-0.14,-0.91,0.47,-15.73,-32.83,-7.91,-0.137,-0.893,0.449,-29.486,-15.151999999999997,-5.031000000000001
1686018431.1124997,-0.08,-0.94,0.38,-11.79,-40.36,-6.68,-0.13200000000000003,-0.8999999999999998,0.442,-25.867,-17.390000000000004,-4.946
1686018431.1716561,-0.12,-0.91,0.42,-9.26,-0.45,-0.59,-0.11099999999999999,-0.9119999999999999,0.429,-19.311999999999998,-17.631,-4.302
1686018431.2418098,-0.12,-0.9,0.45,-3.14,-5.01,-2.29,-0.10600000000000001,-0.921,0.41500000000000004,-14.441000000000003,-16.964,-4.09
1686018431.591816,-0.08,-0.89,0.47,30.42,1.04,-1.52,-0.09199999999999998,-0.913,0.43000000000000005,13.216000000000003,-3.4900000000000007,-0.28700000000000003
1686018431.6617959,-0.11,-0.88,0.51,35.25,-14.96,3.08,-0.09,-0.9000000000000001,0.45699999999999996,19.598000000000003,-4.425,0.553
1686018431.7318485,-0.09,-0.85,0.53,40.83,-19.82,-0.72,-0.088,-0.877,0.503,27.083999999999996,-7.461000000000001,0.5800000000000001
1686018431.801665,-0.07,-0.82,0.62,45.04,6.99,-2.59,-0.083,-0.8539999999999999,0.552,33.774,-9.029,0.16900000000000004
1686018431.8717268,-0.1,-0.79,0.64,35.67,-3.95,-3.68,-0.08299999999999999,-0.8270000000000002,0.607,37.540000000000006,-6.915000000000001,-0.17799999999999994
1686018431.9416902,-0.08,-0.75,0.67,37.52,-5.94,0.11,-0.066,-0.792,0.646,39.786,-8.219000000000001,-0.30200000000000005
1686018432.0117216,-0.08,-0.73,0.69,77.53,-4.29,-16.12,-0.07500000000000001,-0.764,0.6609999999999999,45.121,-7.74,-3.5450000000000004
1686018432.0816019,-0.04,-0.63,0.71,77.07,-1.95,-12.24,-0.047,-0.715,0.6880000000000001,54.003,-6.31,-6.306
1686018432.2217572,0.0,-0.38,0.86,121.25,-9.31,-6.68,-0.026000000000000002,-0.5189999999999999,0.7750000000000001,78.72999999999999,-7.807999999999998,-7.417000000000002
1686018432.3517911,-0.04,-0.14,1.21,74.63,-9.25,-2.48,-0.054000000000000006,-0.33599999999999997,0.9420000000000002,95.922,-0.5700000000000002,-6.121999999999998
1686018432.421838,0.01,-0.09,1.15,40.96,-24.75,-0.14,-0.045,-0.23699999999999996,1.026,86.71000000000001,1.2890000000000001,-4.4719999999999995
1686018432.5617414,-0.04,-0.08,1.16,-15.97,-1.31,1.43,-0.015000000000000003,-0.09499999999999999,1.1199999999999999,45.358999999999995,1.5720000000000005,-2.473
1686018432.701757,-0.08,-0.15,1.34,-130.9,16.5,-15.86,-0.057999999999999996,-0.125,1.239,-23.006,0.9730000000000002,-3.177
1686018432.771755,0.01,-0.34,1.0,-159.49,-22.06,-3.41,-0.049,-0.18000000000000002,1.232,-62.886,-1.4179999999999995,-4.083
1686018432.8417568,-0.01,-0.5,0.75,-151.16,13.22,-0.62,-0.017,-0.281,1.0870000000000002,-96.87899999999999,4.220000000000001,-3.9929999999999994
1686018433.0516498,-0.13,-0.89,0.33,-122.75,4.21,-4.44,-0.05800000000000001,-0.7230000000000001,0.5090000000000001,-143.94,19.828,-0.4860000000000001
1686018433.2617733,-0.03,-0.98,-0.15,-94.78,7.25,5.83,-0.08100000000000002,-0.95,-0.001999999999999999,-126.976,15.151,0.6759999999999999
1686018433.3317642,-0.05,-0.95,-0.31,-84.66,17.86,6.74,-0.06,-0.959,-0.11100000000000002,-114.569,10.633000000000001,1.765
1686018433.437761,-0.12,-0.95,-0.46,-36.66,8.92,2.2,-0.065,-0.9539999999999997,-0.311,-80.737,7.803,3.9480000000000004
1686018433.460665,-0.09,-0.93,-0.49,-22.23,1.88,-0.63,-0.06999999999999999,-0.95,-0.347,-71.083,8.129000000000001,3.405
1686018433.483572,-0.06,-0.92,-0.48,-13.85,-1.41,0.21,-0.073,-0.944,-0.38,-61.372,6.901999999999999,3.5509999999999997
1686018433.5417943,-0.06,-0.91,-0.53,15.14,-0.2,1.26,-0.07600000000000003,-0.9339999999999999,-0.46799999999999997,-40.69100000000001,6.518000000000001,3.111
1686018433.611822,-0.1,-0.96,-0.34,31.47,9.88,3.65,-0.07899999999999999,-0.93,-0.466,-17.968999999999998,5.441000000000001,2.752
1686018433.6478486,-0.14,-1.0,-0.29,36.09,-4.42,1.62,-0.084,-0.9389999999999998,-0.433,-7.735999999999995,4.665000000000001,2.418
1686018433.670752,-0.07,-0.97,-0.32,40.54,-13.4,1.82,-0.082,-0.9430000000000002,-0.41600000000000004,2.2890000000000024,2.151,2.0900000000000003
1686018433.6936185,-0.07,-0.96,-0.31,40.9,-6.05,2.51,-0.083,-0.9469999999999998,-0.399,11.364,-0.08000000000000015,1.6789999999999998
1686018433.891791,-0.15,-0.95,-0.18,135.2,-11.98,8.83,-0.098,-0.943,-0.2750000000000001,73.88,-8.688,3.8089999999999997
1686018433.9618,-0.08,-0.88,0.17,110.35,1.19,8.0,-0.1,-0.9160000000000001,-0.06299999999999999,89.73500000000001,-8.582,3.7670000000000003
1686018434.1017895,-0.15,-0.81,0.57,159.74,-28.99,1.31,-0.12999999999999998,-0.875,0.345,119.329,-9.57,3.0649999999999995
1686018434.171807,-0.1,-0.66,0.52,192.9,-53.37,-6.68,-0.146,-0.8310000000000001,0.45599999999999985,136.167,-18.207,2.14
1686018434.2418516,0.09,-0.35,0.84,207.2,-48.54,5.95,-0.086,-0.693,0.5770000000000001,154.901,-27.601999999999997,0.502
1686018434.451734,-0.02,-0.03,1.32,32.09,-1.79,-9.68,-0.033,-0.12000000000000002,1.23,142.41400000000002,-21.092999999999996,0.16800000000000015
1686018434.5216825,-0.0,-0.08,1.09,4.93,-2.72,-6.47,-0.05500000000000001,-0.09699999999999999,1.228,108.64799999999998,-9.461,-1.0560000000000003
1686018434.5916557,0.04,-0.08,0.99,4.53,-3.32,0.15,-0.023,-0.08099999999999999,1.1540000000000001,67.57300000000001,0.8850000000000003,-1.2690000000000003
1686018434.837648,-0.15,-0.13,0.9,24.48,-13.47,10.92,-0.044000000000000004,-0.08,1.0050000000000001,10.783,-12.019,10.729000000000001
1686018434.8607244,-0.01,-0.1,1.0,26.48,-10.9,2.72,-0.046000000000000006,-0.081,1.0070000000000001,12.308,-12.017,11.315
1686018434.8835747,0.05,-0.01,0.96,29.65,-13.31,7.2,-0.04100000000000001,-0.077,1.0010000000000001,14.820000000000002,-13.016,12.020000000000001
1686018434.941788,0.05,0.05,1.02,65.59,-25.86,26.41,-0.021000000000000008,-0.05800000000000001,0.9940000000000001,23.509,-15.974,14.644000000000002
1686018435.1917996,0.0,0.46,0.67,89.7,-66.77,-16.45,-0.047,0.333,0.9029999999999999,131.48000000000002,27.603999999999996,17.654000000000003
1686018435.2618496,-0.01,0.57,0.69,34.29,-2.32,8.89,-0.05500000000000001,0.47000000000000003,0.791,130.294,24.018,14.592000000000002
1686018435.4017208,0.04,0.65,0.62,26.65,-35.46,24.87,-0.016999999999999998,0.6210000000000001,0.6719999999999999,111.79100000000001,3.100999999999997,7.313000000000001
1686018435.4717622,-0.1,0.93,0.57,90.0,18.36,-2.06,-0.026000000000000002,0.736,0.6070000000000001,70.994,-17.227999999999998,5.447000000000001
1686018435.5417852,-0.02,0.87,0.46,45.16,-0.54,3.77,-0.019,0.79,0.5630000000000001,56.359,-13.084999999999999,8.48
1686018435.7518072,0.05,0.93,0.38,1.11,-42.05,-3.89,-0.005,0.8700000000000001,0.343,35.89199999999999,-11.245,-4.8420000000000005
1686018435.8218908,0.02,0.93,0.33,47.34,12.68,-24.86,-0.015000000000000003,0.901,0.35000000000000003,28.915999999999997,-11.797999999999998,-9.019
1686018435.8919349,-0.12,1.02,0.21,6.99,-0.59,-17.32,-0.023,0.9369999999999999,0.331,21.900000000000002,-12.968999999999998,-13.681000000000001
1686018436.0318296,0.03,1.03,0.29,7.65,10.77,-3.79,-0.023,0.9189999999999999,0.32999999999999996,10.222000000000003,-8.31,-9.180000000000001
1686018436.1017666,0.04,0.95,0.35,-39.29,-32.35,17.53,-0.006000000000000002,0.922,0.308,3.345000000000001,-1.4610000000000003,-4.821000000000001
1686018436.1377788,0.12,0.9,0.52,-41.88,-23.17,10.09,0.046,0.9280000000000002,0.35500000000000004,-5.577000000000001,-5.046,-1.3259999999999994
1686018436.160679,0.08,0.9,0.52,-26.51,9.59,-6.72,0.05499999999999999,0.9390000000000001,0.371,-10.115000000000002,-3.8950000000000005,0.29500000000000054
1686018436.1836424,0.12,0.74,0.38,-11.89,45.23,-19.02,0.064,0.932,0.37299999999999994,-12.003,0.6869999999999997,0.125
1686018436.3477287,-0.26,0.9,0.36,9.98,38.74,-26.35,-0.055999999999999994,0.833,0.373,-5.622999999999999,19.632,-16.038
1686018436.3706622,-0.28,0.81,0.11,7.07,45.05,-30.23,-0.092,0.8240000000000001,0.33199999999999996,-0.7279999999999998,26.453999999999997,-20.07
1686018436.3929174,-0.29,0.74,0.1,20.56,24.45,-29.22,-0.133,0.8240000000000001,0.304,3.9790000000000005,27.939999999999998,-22.319999999999997
1686018436.417809,-0.25,0.77,0.18,14.74,-9.1,-24.53,-0.19,0.8220000000000001,0.269,6.642,22.507,-22.871
1686018436.4407117,-0.31,0.78,0.25,3.71,-20.77,-29.35,-0.215,0.8139999999999998,0.269,8.595999999999998,16.879999999999995,-23.898
1686018436.4627683,-0.25,0.76,0.3,14.47,-29.94,-39.67,-0.238,0.8130000000000001,0.269,12.967999999999998,11.753999999999996,-27.036
1686018436.602798,-0.35,0.83,0.13,44.72,133.4,-28.27,-0.20500000000000002,0.788,0.321,13.944999999999999,8.786,-28.395999999999997
1686018436.6277392,-0.33,0.79,0.17,16.08,40.41,-25.14,-0.21400000000000002,0.791,0.311,13.496999999999996,10.382,-27.988000000000007
1686018436.650688,-0.25,0.85,0.22,-30.35,10.29,-7.44,-0.21400000000000002,0.8,0.30300000000000005,8.988,12.321000000000002,-26.279000000000003
1686018436.672777,-0.22,0.8,0.11,-20.23,21.37,3.53,-0.22000000000000003,0.808,0.286,6.5939999999999985,16.535,-22.991
1686018436.7677333,-0.39,0.92,0.11,0.23,54.59,-21.41,-0.31999999999999995,0.906,0.21999999999999997,-6.768000000000001,34.55800000000001,-18.086
1686018436.7907243,-0.3,0.89,0.24,11.11,4.68,-23.01,-0.315,0.9120000000000001,0.23099999999999996,1.1659999999999981,38.66199999999999,-18.389
1686018436.812794,-0.26,0.81,0.26,10.72,-2.87,-31.74,-0.309,0.9140000000000003,0.24100000000000002,-1.2810000000000008,33.195,-19.342
1686018436.9077718,-0.28,0.65,0.21,-48.14,7.34,-7.13,-0.29400000000000004,0.805,0.20299999999999999,-7.146000000000001,22.923000000000002,-18.948999999999998
1686018436.9307246,-0.26,0.76,0.13,-41.88,30.45,5.65,-0.293,0.787,0.18299999999999997,-8.779,26.091,-17.9
1686018436.9536364,-0.45,0.98,0.18,-43.85,14.63,7.55,-0.3,0.7939999999999999,0.18799999999999997,-12.087,26.399,-14.491999999999999
1686018437.1517942,-0.16,0.7,0.92,-186.6,-141.46,99.8,-0.268,0.797,0.533,-132.48,-71.714,46.162
1686018437.4117582,0.57,-0.02,0.91,-100.62,-83.76,46.78,0.352,0.14800000000000002,0.9049999999999999,-147.57800000000003,-133.118,94.452
1686018437.447761,0.51,-0.19,0.74,-92.36,-81.56,17.88,0.4699999999999999,0.0019999999999999935,0.89,-138.15400000000002,-127.128,86.26
1686018437.470706,0.68,-0.43,0.62,-75.2,-73.71,22.9,0.506,-0.059,0.8480000000000001,-125.224,-120.75600000000001,77.242
1686018437.4936998,0.58,-0.24,0.55,-120.05,-81.23,40.03,0.5189999999999999,-0.096,0.805,-118.89699999999998,-113.33500000000001,67.72200000000001
1686018437.5518608,0.85,-0.39,0.82,-38.78,-181.19,15.04,0.61,-0.21000000000000002,0.745,-100.81199999999998,-120.796,48.769999999999996
1686018437.5879288,0.82,-0.39,0.52,-55.28,33.68,22.96,0.663,-0.28700000000000003,0.667,-93.55499999999999,-104.93800000000002,42.337
1686018437.610748,0.72,-0.36,0.38,-79.89,-26.92,22.08,0.6809999999999999,-0.321,0.63,-88.81899999999999,-94.949,36.376999999999995
1686018437.6336737,0.71,-0.4,0.45,-64.48,-105.95,11.73,0.706,-0.346,0.5980000000000001,-83.68499999999999,-91.297,30.397000000000002
1686018437.6578186,0.91,-0.6,0.5,-35.26,-72.23,4.18,0.767,-0.4,0.563,-76.66999999999999,-86.46000000000001,23.872
1686018437.6807575,0.98,-0.56,0.38,-33.86,4.03,19.38,0.807,-0.43200000000000005,0.5459999999999999,-69.994,-77.68100000000001,21.132
1686018437.7028537,0.86,-0.42,0.35,-46.92,-34.18,33.13,0.836,-0.44699999999999995,0.5189999999999999,-65.44999999999999,-72.943,22.656999999999996
1686018438.0077899,0.86,-0.43,0.54,52.78,60.74,17.02,0.9069999999999998,-0.5209999999999999,0.433,19.452,46.017999999999994,6.8069999999999995
1686018438.0306387,0.73,-0.35,0.48,30.18,15.37,8.45,0.8950000000000001,-0.5079999999999999,0.45299999999999996,25.208000000000002,42.725,7.098999999999999
1686018438.0535874,0.72,-0.39,0.54,33.91,-9.04,7.14,0.8780000000000001,-0.49499999999999994,0.4749999999999999,29.544999999999995,40.635,7.296000000000001
1686018438.427806,0.52,-0.08,0.87,51.34,35.26,-45.73,0.5660000000000001,-0.202,0.7899999999999999,53.94699999999999,62.713,-39.304
1686018438.4507415,0.58,-0.08,0.94,59.08,41.44,-50.14,0.5509999999999999,-0.17700000000000005,0.8019999999999999,53.699,64.099,-42.616
1686018438.4737196,0.54,-0.02,0.92,42.83,45.76,-49.25,0.5410000000000001,-0.15000000000000005,0.818,50.563999999999986,62.102,-44.392
1686018438.5317373,0.54,0.02,0.94,44.09,47.28,-44.05,0.528,-0.071,0.8799999999999999,46.592999999999996,51.04100000000001,-45.702999999999996
